PROV1107;Shirvan;;;;;;;;;;;;x;;;;;;;;
PROV65;Waetriloe;;;;;;;;;;;;;;;;;;;;
PROV2625;Noordwest Rivier;;;;;;;;;;;;;;;;;;;;
PROV76;Falckenberch;;;;;;;;;;;;;;;;;;;;
PROV57;Arneym;;;;;;;;;;;;;;;;;;;;
PROV56;Ceudiaco;;;;;;;;;;;;;;;;;;;;
PROV46;Thelden;;;;;;;;;;;;;;;;;;;;
PROV55;Dauentre;;;;;;;;;;;;;;;;;;;;
PROV54;Haltna;;;;;;;;;;;;;;;;;;;;
PROV53;Colouuidum;;;;;;;;;;;;;;;;;;;;
PROV52;Naruthi;;;;;;;;;;;;;;;;;;;;
PROV51;Hellenwich;;;;;;;;;;;;;;;;;;;;
PROV50;Cruoninga;;;;;;;;;;;;;;;;;;;;
PROV49;Appoldro;;;;;;;;;;;;;;;;;;;;
PROV48;Axla;;;;;;;;;;;;;;;;;;;;
PROV47;Quirnifurt;;;;;;;;;;;;;;;;;;;;
PROV2628;Durninum;;;;;;;;;;;;;;;;;;;;
PROV2594;Driberghe;;;;;;;;;;;;;;;;;;;;
PROV2592;Haga;;;;;;;;;;;;;;;;;;;;
PROV2626;Delf;;;;;;;;;;;;;;;;;;;;
PROV59;Baerne;;;;;;;;;;;;;;;;;;;;
PROV237;Almelo;;;;;;;;;;;;;;;;;;;;
PROV9;Benlo;;;;;;;;;;;;;;;;;;;;
PROV36;Breidervort;;;;;;;;;;;;;;;;;;;;
PROV37;Hentheren;;;;;;;;;;;;;;;;;;;;
PROV158;Gholthorne;;;;;;;;;;;;;;;;;;;;
PROV157;Umme;;;;;;;;;;;;;;;;;;;;
PROV160;Ostforne;;;;;;;;;;;;;;;;;;;;
PROV161;Stochem;;;;;;;;;;;;;;;;;;;;
PROV162;Tilliburgis;;;;;;;;;;;;;;;;;;;;
PROV159;Wazovelde;;;;;;;;;;;;;;;;;;;;
PROV177;Foranholte;;;;;;;;;;;;;;;;;;;;
PROV176;Waetriloe;;;;;;;;;;;;;;;;;;;;
PROV175;Wishem;;;;;;;;;;;;;;;;;;;;
PROV174;Gunsela;;;;;;;;;;;;;;;;;;;;
PROV173;Wunsdrech;;;;;;;;;;;;;;;;;;;;
PROV163;Swolle;;;;;;;;;;;;;;;;;;;;
PROV164;Subenhara;;;;;;;;;;;;;;;;;;;;
PROV165;Wederden;;;;;;;;;;;;;;;;;;;;
PROV171;Gunsela;;;;;;;;;;;;;;;;;;;;
PROV172;Vroedenhout;;;;;;;;;;;;;;;;;;;;
PROV170;Vrachel;;;;;;;;;;;;;;;;;;;;
PROV169;Vehchele;;;;;;;;;;;;;;;;;;;;
PROV180;Wedert;;;;;;;;;;;;;;;;;;;;
PROV179;Rosmael;;;;;;;;;;;;;;;;;;;;
PROV178;Risnen;;;;;;;;;;;;;;;;;;;;
PROV181;Pulmeri;;;;;;;;;;;;;;;;;;;;
PROV182;Marclo;;;;;;;;;;;;;;;;;;;;
PROV183;Maeslandtsluis;;;;;;;;;;;;;;;;;;;;
PROV608;Tahiti;;;;;;;;;;;;;;;;;;;;
SPA_478:Castillia-Navarra;;;;;;;;;;;;;;;;;;;;;
SPA_475;Léon;;;;;;;;;;;;;;;;;;;;
SAP_307;Sápmi;;;;;;;;;;;;;;;;;;;;
SVF_894;Adana;;;;;;;;;;;;;;;;;;;;
PROV3322;Warminsky;;;;;;;;;;;;;;;;;;;;
PRU_690;Danzig & Konigsberg;;;;;;;;;;;;;;;;;;;;
PRU_691;Pomeralia;;;;;;;;;;;;;;;;;;;;
PRU_696;Prusy;;;;;;;;;;;;;;;;;;;;
PROV3323;Naklo;;;;;;;;;;;;;;;;;;;;
PROV3324;Zielona Gora;;;;;;;;;;;;;;;;;;;;
PROV692;Walcz;;;;;;;;;;;;;;;;;;;;
PROV3325;Landsberg;;;;;;;;;;;;;;;;;;;;
POL_710;Warsaw;;;;;;;;;;;;;;;;;;;;
PROV697;Gombin;;;;;;;;;;;;;;;;;;;;
RUS1038;Novo Uzensk;;;;;;;;;;;;;;;;;;;;
PROV926;Ctesiphon;x;;;;;;;;;;;;;;;;;;;
EGY_921;Jerusalem;x;;;;;;;;;;;;;;;;;;;
SVF_878;Kaisareia;x;;;;;;;;;;;;;;;;;;;
PROV300;Londinium;x;;;;;;;;;;;;;;;;;;;
PROV2346;Coilineacht;x;;;;;;;;;;;;;;;;;;;
PROV2344;Tailtair;x;;;;;;;;;;;;;;;;;;;
PROV2347;Garman Nua;x;;;;;;;;;;;;;;;;;;;
PROV2345;Lagair;x;;;;;;;;;;;;;;;;;;;
PROV2349;Junair;x;;;;;;;;;;;;;;;;;;;
PROV2350;Azulair;x;;;;;;;;;;;;;;;;;;;
PROV2353;Loch Deoch;x;;;;;;;;;;;;;;;;;;;
PROV2361;Spiorad Naomh;x;;;;;;;;;;;;;;;;;;;
PROV2363;Rhysair;x;;;;;;;;;;;;;;;;;;;
PROV2380;Mananua;x;;;;;;;;;;;;;;;;;;;
PROV2379;Chorcai Gallach;x;;;;;;;;;;;;;;;;;;;
PROV2360;Paranair;x;;;;;;;;;;;;;;;;;;;
PROV2359;Calanair;x;;;;;;;;;;;;;;;;;;;
PROV2357;Sligeach Nua;x;;;;;;;;;;;;;;;;;;;
PROV2381;Ceathrabhainn;x;;;;;;;;;;;;;;;;;;;
PROV2383;Naomh Luis;x;;;;;;;;;;;;;;;;;;;
PROV2384;Amhair;x;;;;;;;;;;;;;;;;;;;
ARG_2357;Sligeach Nua;x;;;;;;;;;;;;;;;;;;;
NGV_2358;Entre Rios;x;;;;;;;;;;;;;;;;;;;
PROV2251;Colombo;x;;;;;;;;;;;;;;;;;;;
BRZ_2447;Nouva Genova;x;;;;;;;;;;;;;;;;;;;
PROV2199;Tilmannburg;x;;;;;;;;;;;;;;;;;;;
PROV2200;Hugelsburg;x;;;;;;;;;;;;;;;;;;;
PROV2197;Flussdelta;x;;;;;;;;;;;;;;;;;;;
PROV2198;Seebad;x;;;;;;;;;;;;;;;;;;;
PROV2202;Golfburg;x;;;;;;;;;;;;;;;;;;;
PROV2201;Sankt Paul;x;;;;;;;;;;;;;;;;;;;
PROV2203;St Cristopher;x;;;;;;;;;;;;;;;;;;;
PROV2206;Hennyburg;x;;;;;;;;;;;;;;;;;;;
PROV1723;Neukiel;x;;;;;;;;;;;;;;;;;;;
PROV2208;Neukolberg;x;;;;;;;;;;;;;;;;;;;
PROV2204;Kristburg;x;;;;;;;;;;;;;;;;;;;
PROV2253;Flusschungel;x;;;;;;;;;;;;;;;;;;;
PROV3001;Gulf of David;x;;;;;;;;;;;;;;;;;;;
PROV2254;Neu Greifswald;x;;;;;;;;;;;;;;;;;;;
CLM_1723;David;x;;;;;;;;;;;;;;;;;;;
LUB_2254;Darienlucke;x;;;;;;;;;;;;;;;;;;;
UCA_2201;Golfburg;x;;;;;;;;;;;;;;;;;;;
UCA_2197;Tilmannburg;x;;;;;;;;;;;;;;;;;;;
USA_232;Nieuw Amsterdam;x;;;;;;;;;;;;;;;;;;;
SWI_607;Alpinal;x;;;;;;;;;;;;;;;;;;;
PROV994;Ingria;x;;;;;;;;;;;;;;;;;;;
PROV1039;Volga;x;;;;;;;;;;;;;;;;;;;
PROV43;Karlstadt;x;;;;;;;;;;;;;;;;;;;
PROV134;Johannestadt;x;;;;;;;;;;;;;;;;;;;
PROV133;Lukas;x;;;;;;;;;;;;;;;;;;;
PROV137;Eliastadt;x;;;;;;;;;;;;;;;;;;;
PROV3326;Colonia Real;x;;;;;;;;;;;;;;;;;;;
PROV3327;Ovedio;x;;;;;;;;;;;;;;;;;;;
SCO_296;Meridionalis Deserto;x;;;;;;;;;;;;;;;;;;;
SCO_299;Londinium;x;;;;;;;;;;;;;;;;;;;
ENG_284;Brigantium;x;;;;;;;;;;;;;;;;;;;
D_906;Syrian Desert;x;;;;;;;;;;;;;;;;;;;
TUR_923;Assyria;x;;;;;;;;;;;;;;;;;;;
GEN_724;Liguria;x;;;;;;;;;;;;;;;;;;;
PROV3328;Calmes;x;;;;;;;;;;;;;;;;;;;
CHI_1511;Yellow River;x;;;;;;;;;;;;;;;;;;;
MCK_1491;Outer Mongolia;x;;;;;;;;;;;;;;;;;;;
SPA_478;Castillia-Navarra;x;;;;;;;;;;;;;;;;;;;
RUS_971;Yekaterinoslav;x;;;;;;;;;;;;;;;;;;;
RUS_976;Mariopul;x;;;;;;;;;;;;;;;;;;;
RUS_1038;Novo Uzensk;x;;;;;;;;;;;;;;;;;;;
RUS_1469;Uriankhaigazar;x;;;;;;;;;;;;;;;;;;;
BHA_563;Upper Franconia;x;;;;;;;;;;;;;;;;;;;
BUR_1345;Sittwe;x;;;;;;;;;;;;;;;;;;;
PROV3329;Kampen;x;;;;;;;;;;;;;;;;;;;
PROV3330;Almere;x;;;;;;;;;;;;;;;;;;;
AWD_1240;Allahabad;x;;;;;;;;;;;;;;;;;;;
ENG_1236;Delhi;x;;;;;;;;;;;;;;;;;;;
EGY_1746;Alexandria;x;;;;;;;;;;;;;;;;;;;
EGY_1752;Matruh;x;;;;;;;;;;;;;;;;;;;
PROV762;Panormos;x;;;;;;;;;;;;;;;;;;;
PROV763;Messana;x;;;;;;;;;;;;;;;;;;;
PROV764;Syrakousai;x;;;;;;;;;;;;;;;;;;;
PROV3331;Enna;x;;;;;;;;;;;;;;;;;;;
SIC_753;Campania;x;;;;;;;;;;;;;;;;;;;
PROV3332;Herakleia;x;;;;;;;;;;;;;;;;;;;
PROV759;Locri;x;;;;;;;;;;;;;;;;;;;
PROV760;Kroton;x;;;;;;;;;;;;;;;;;;;
PROV761;Potentia;x;;;;;;;;;;;;;;;;;;;
PROV10;Aeternum;x;;;;;;;;;;;;;;;;;;;
PROV753;Bovianum;x;;;;;;;;;;;;;;;;;;;
PROV757;Canusium;x;;;;;;;;;;;;;;;;;;;
SYC_757;Apulia;x;;;;;;;;;;;;;;;;;;;
PROV758;Brentesion;x;;;;;;;;;;;;;;;;;;;
PAP_752;Latium;x;;;;;;;;;;;;;;;;;;;
SAR_720;Transpadana;x;;;;;;;;;;;;;;;;;;;
AUS_726;Insubria;x;;;;;;;;;;;;;;;;;;;
PAP_741;Aemilla;x;;;;;;;;;;;;;;;;;;;
TUS_744;Tuscia;x;;;;;;;;;;;;;;;;;;;
SAR_765;Sardinia & Corsica;x;;;;;;;;;;;;;;;;;;;
SYC_756;Lucania;x;;;;;;;;;;;;;;;;;;;
PROV755;Velia;x;;;;;;;;;;;;;;;;;;;
PROV2567;Capua;x;;;;;;;;;;;;;;;;;;;
PROV751;Plestia;x;;;;;;;;;;;;;;;;;;;
PROV748;Cosea;x;;;;;;;;;;;;;;;;;;;
PROV750;Caere;x;;;;;;;;;;;;;;;;;;;
PROV747;Clusium;x;;;;;;;;;;;;;;;;;;;
PROV744;Florentia;x;;;;;;;;;;;;;;;;;;;
PROV746;Luca;x;;;;;;;;;;;;;;;;;;;
PROV725;Savo;x;;;;;;;;;;;;;;;;;;;
PROV723;Dertona;x;;;;;;;;;;;;;;;;;;;
PROV722;Novaria;x;;;;;;;;;;;;;;;;;;;
PROV721;Alpes Graiae;x;;;;;;;;;;;;;;;;;;;
PROV726;Mediolanum;x;;;;;;;;;;;;;;;;;;;
PROV2568;Vicus;x;;;;;;;;;;;;;;;;;;;
PROV2669;Alpes Rhaeticae;x;;;;;;;;;;;;;;;;;;;
PROV727;Lambrum;x;;;;;;;;;;;;;;;;;;;
PROV728;Bedriacum;x;;;;;;;;;;;;;;;;;;;
PROV734;Tridentium;x;;;;;;;;;;;;;;;;;;;
PROV730;Auraei;x;;;;;;;;;;;;;;;;;;;
PROV732;Tarvisium;x;;;;;;;;;;;;;;;;;;;
PROV733;Aquileia;x;;;;;;;;;;;;;;;;;;;
PROV8;Alpes Carnicae;x;;;;;;;;;;;;;;;;;;;
PROV765;Sardinia Australis;x;;;;;;;;;;;;;;;;;;;
PROV766;Sardinia Borealis;x;;;;;;;;;;;;;;;;;;;
PROV740;Portus Veneris;;;;;;;;;;;;;;;;;;;;
PROV739;Mutina;x;;;;;;;;;;;;;;;;;;;
PROV741;Bononia;x;;;;;;;;;;;;;;;;;;;
PROV742;Feraria;x;;;;;;;;;;;;;;;;;;;
PROV756;Barium;x;;;;;;;;;;;;;;;;;;;
FRA_3339;Auvergne;x;;;;;;;;;;;;;;;;;;;
PROV3333;Danube River;x;;;;;;;;;;;;;;;;;;;
PROV3334;East Danzig;x;;;;;;;;;;;;;;;;;;;
PROV3335;Rhine River;x;;;;;;;;;;;;;;;;;;;
PROV3336;Elbe River;x;;;;;;;;;;;;;;;;;;;
PROV3337;Oder River;x;;;;;;;;;;;;;;;;;;;
PROV3338;Vistula River;x;;;;;;;;;;;;;;;;;;;
PROV3339;Ardéche;x;;;;;;;;;;;;;;;;;;;
PROV3340;Seine River;x;;;;;;;;;;;;;;;;;;;
PROV3341;Loire River;x;;;;;;;;;;;;;;;;;;;
PROV3342;Rhone River;x;;;;;;;;;;;;;;;;;;;
PROV3343;Po River;x;;;;;;;;;;;;;;;;;;;
PROV3344;Ebro River;x;;;;;;;;;;;;;;;;;;;
PROV3345;Dniepro River;x;;;;;;;;;;;;;;;;;;;
PROV3346;Daugava River;x;;;;;;;;;;;;;;;;;;;
PROV3347;Volga River;x;;;;;;;;;;;;;;;;;;;
PROV3348;Heilong Jiang;x;;;;;;;;;;;;;;;;;;;
PROV3349;Amnok-Duman River;x;;;;;;;;;;;;;;;;;;;
PROV3350;Liao River;x;;;;;;;;;;;;;;;;;;;
PROV3351;Yellow River;x;;;;;;;;;;;;;;;;;;;
PROV3352;Yangtze River;x;;;;;;;;;;;;;;;;;;;
PROV3353;Pearl River;x;;;;;;;;;;;;;;;;;;;
PROV3354;Mekong River;x;;;;;;;;;;;;;;;;;;;
PROV3355;Ganges River;x;;;;;;;;;;;;;;;;;;;
PROV3356;Indus River;x;;;;;;;;;;;;;;;;;;;
PROV3357;Tigris-Euphrates Rivers;x;;;;;;;;;;;;;;;;;;;
PROV3358;Nile River;x;;;;;;;;;;;;;;;;;;;
PROV3359;Congo River;x;;;;;;;;;;;;;;;;;;;
PROV3360;Niger River;x;;;;;;;;;;;;;;;;;;;
PROV3361;Uruguay River;x;;;;;;;;;;;;;;;;;;;
PROV3362;Paraguay River;x;;;;;;;;;;;;;;;;;;;
PROV3363;Amazon River;x;;;;;;;;;;;;;;;;;;;
PROV3364;Orinoco River;x;;;;;;;;;;;;;;;;;;;
PROV3365;Rio Grande River;x;;;;;;;;;;;;;;;;;;;
PROV3366;Mississippi River Basin;x;;;;;;;;;;;;;;;;;;;
PROV3367;St. Lawrence River;x;;;;;;;;;;;;;;;;;;;
FRA_442;Charente-Dordogne;x;;;;;;;;;;;;;;;;;;;
RUS_947;Vitebsk;x;;;;;;;;;;;;;;;;;;;
RUS_1009;Tula;x;;;;;;;;;;;;;;;;;;;
SWE_313;Norway;x;;;;;;;;;;;;;;;;;;;
RUS_1075;Baigali;x;;;;;;;;;;;;;;;;;;;
ENG_277;Bonaventum;x
ENG_280;Cathair;x
PROV281;Wyke;x
PROV288;Deoraby;x
PROV290;Lyncylena;x
PROV291;Grantebrycge;x
PROV292;Norfolc;x
PROV293;Ceolmaer's Ford;x
PROV295;Verlamacaestir;x